Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
2766,217.447,4102946,892173298.862
2298,16.1495,2878184,46481232.508
2235,73.9095,12379966,914997097.0769999
562,151.883,3926319,596341108.677
2322,74.3347,4296306,319364617.6182
533,77.6496,9338371,725120772.8016001
655,136.191,4313725,587490521.475
414,208.958,4711857,984580215.006
253,149.505,5049147,754872722.235
853,129.616,12767060,1654815248.9600003
907,262.418,5286139,1387178024.102
1114,12.9007,7849143,101259439.10010001
939,1055.11,4821244,5086942756.839999
2606,11.2554,48672465,547828062.561
2837,150.956,4607204,695485087.0239999
1793,150.359,18304567,2752256389.553
1046,85.9267,4225005,363040737.1335
554,46.3771,3775065,175076567.0115
1970,47.9169,76510654,3666153356.6526

weighted_avg,NA,NA,22251457255.1975
weighted_%,NA,NA,1.0
weighted_total,22251457255.1975
