Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
2766,217.447,91082,19805507.654,10022,2179253.834
2298,16.1495,0,0.0,0,0.0
2235,73.9095,2,147.819,73,5395.393499999999
562,151.883,12386,1881222.8380000002,3583,544196.789
2322,74.3347,9,669.0123,8,594.6776
533,77.6496,789,61265.534400000004,1594,123773.4624
655,136.191,22,2996.202,105,14300.055
414,208.958,54603,11409733.674,21310,4452894.9799999995
253,149.505,106525,15926020.125,10939,1635435.195
853,129.616,10,1296.16,114,14776.224000000002
907,262.418,7579,1988866.022,3891,1021068.4380000001
1114,12.9007,761,9817.432700000001,63,812.7441
939,1055.11,125247,132149362.16999999,46551,49116425.60999999
2606,11.2554,10,112.554,57,641.5578
2837,150.956,121745,18378138.22,16627,2509945.412
1793,150.359,7,1052.5130000000001,72,10825.848
1046,85.9267,89177,7662685.3259,6234,535667.0478
554,46.3771,1380,64000.398,685,31768.3135
1970,47.9169,3440,164834.136,635,30427.231499999998

weighted_avg,NA,NA,209507727.79029998,NA,62228202.81319999
weighted_%,NA,NA,0.770997517056368,NA,0.2290024829436321
weighted_total,271735930.60349995
