Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,2056017,447074728.599,150883,32809055.701,314,68278.35800000001,79,17178.313000000002
2298,16.1495,1320772,21329807.414,0,0.0,0,0.0,0,0.0
2235,73.9095,1994825,147436518.33749998,1,73.9095,2,147.819,439,32446.2705
562,151.883,2393435,363522088.105,22340,3393066.22,3980,604494.3400000001,2569,390187.427
2322,74.3347,1832231,136198341.7157,19,1412.3593,32,2378.7104,138,10258.1886
533,77.6496,3715287,288490549.43520004,2951,229143.9696,2062,160113.47520000002,10318,801188.5728000001
655,136.191,1418244,193152068.604,29,3949.539,13,1770.483,1964,267479.124
414,208.958,2808748,586910364.584,132772,27743771.576,26983,5638313.714,37903,7920135.074
253,149.505,1941244,290225684.21999997,144530,21607957.65,25043,3744053.715,1357,202878.285
853,129.616,3499436,453582896.57600003,0,0.0,2,259.232,719,93193.90400000001
907,262.418,3698504,970554022.672,20731,5440187.558,1174,308078.732,875,229615.75
1114,12.9007,632439,8158905.8073,908,11713.8356,5,64.5035,17,219.3119
939,1055.11,3495563,3688203476.93,294416,310641265.76,37508,39575065.879999995,34488,36388633.68
2606,11.2554,1824035,20530243.539,0,0.0,1,11.2554,1963,22094.3502
2837,150.956,2218393,334879733.708,192869,29114732.764,1240,187185.43999999997,344,51928.863999999994
1793,150.359,2944237,442692531.083,3,451.077,2,300.718,2421,364019.139
1046,85.9267,1491605,128168695.3535,107944,9275271.7048,26367,2265629.2989,2192,188351.3264
554,46.3771,2405608,111565122.77679999,2845,131942.84949999998,1501,69612.02709999999,716,33206.0036
1970,47.9169,1372322,65757416.0418,70,3354.183,23,1102.0887,29002,1389685.9338

weighted_avg,NA,NA,8698433195.501799,NA,440407350.65630007,NA,52626859.790199995,NA,48402699.51779999
weighted_%,NA,NA,0.9414021080616711,NA,0.04766380323850712,NA,0.005695627664621296,NA,0.005238461035200706
weighted_total,9239870105.466097
