Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
2766,217.447,2920,634945.24,347,75454.109
2298,16.1495,0,0.0,0,0.0
2235,73.9095,36,2660.7419999999997,49,3621.5654999999997
562,151.883,1371,208231.59300000002,638,96901.354
2322,74.3347,29,2155.7063,21,1561.0286999999998
533,77.6496,696,54044.121600000006,1042,80910.88320000001
655,136.191,90,12257.19,139,18930.549
414,208.958,6830,1427183.14,4974,1039357.092
253,149.505,3173,474379.365,585,87460.425
853,129.616,60,7776.960000000001,91,11795.056
907,262.418,1406,368959.708,581,152464.858
1114,12.9007,16,206.4112,3,38.7021
939,1055.11,14434,15229457.739999998,6484,6841333.239999999
2606,11.2554,36,405.1944,82,922.9428
2837,150.956,4624,698020.544,907,136917.092
1793,150.359,28,4210.052000000001,121,18193.439000000002
1046,85.9267,2104,180789.7768,414,35573.6538
554,46.3771,271,12568.194099999999,155,7188.4505
1970,47.9169,3013,144373.61969999998,426,20412.5994

weighted_avg,NA,NA,19462625.2981,NA,8629037.04
weighted_%,NA,NA,0.6928256884144354,NA,0.30717431158556463
weighted_total,28091662.338099997
