Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
49,53.1722,30,1595.166
1172,4605.89,28,128964.92000000001

weighted_avg,NA,NA,130560.08600000001
weighted_%,NA,NA,1.0
weighted_total,130560.08600000001
