Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
49,53.1722,4659816,247772668.31519997
1172,4605.89,4519979,20818526076.31

weighted_avg,NA,NA,21066298744.625202
weighted_%,NA,NA,1.0
weighted_total,21066298744.625202
