Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
49,53.1722,177361,9430674.564199999,6636,352850.7192
1172,4605.89,202734,933770503.2600001,5771,26580591.19

weighted_avg,NA,NA,943201177.8242002,NA,26933441.9092
weighted_%,NA,NA,0.9722374180228704,NA,0.027762581977129632
weighted_total,970134619.7334001
