Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
49,53.1722,141782739,7538900154.6558
1172,4605.89,127958953,589364862033.17

weighted_avg,NA,NA,596903762187.8258
weighted_%,NA,NA,1.0
weighted_total,596903762187.8258
