Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
49,53.1722,946905,50349022.04099999,885056,47060374.643199995
1172,4605.89,879897,4052708793.3300004,904226,4164765491.1400003

weighted_avg,NA,NA,4103057815.3710003,NA,4211825865.7832003
weighted_%,NA,NA,0.4934594364405407,NA,0.5065405635594593
weighted_total,8314883681.154201
