Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
49,53.1722,456405,24268057.941,28018,1489778.6996,4465649,237448381.75779998
1172,4605.89,487745,2246499818.05,29894,137688475.66,4587875,21131247583.75

weighted_avg,NA,NA,2270767875.991,NA,139178254.3596,NA,21368695965.5078
weighted_%,NA,NA,0.0954961123026662,NA,0.005853078312820946,NA,0.8986508093845128
weighted_total,23778642095.858402
