Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
2766,217.447,1833845,398764093.71500003,490983,106762780.40100001,4766,1036352.402,0,0.0,365,79368.155,74,16091.078,37,8045.539
2298,16.1495,1086323,17543573.2885,128565,2076260.4675,539,8704.5805,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,1140940,84326304.92999999,320041,23654070.289499998,6876,508201.72199999995,0,0.0,8,591.276,30,2217.285,95,7021.402499999999
562,151.883,1534893,233124153.51900002,311994,47386584.702,17430,2647320.69,0,0.0,51,7746.033,208,31591.664,320,48602.560000000005
2322,74.3347,1484752,110368594.4944,352247,26184175.0709,2923,217280.32809999998,0,0.0,1,74.3347,11,817.6817,15,1115.0205
533,77.6496,1567357,121704644.10720001,310881,24139785.2976,34025,2642027.64,0,0.0,93,7221.412800000001,368,28575.0528,429,33311.678400000004
655,136.191,991771,135070284.261,508057,69192790.887,2232,303978.31200000003,0,0.0,3,408.573,12,1634.292,86,11712.426
414,208.958,1144526,239157863.908,457544,95607479.152,21573,4507850.934,0,0.0,2672,558335.776,3164,661143.112,3874,809503.292
253,149.505,1183527,176943204.135,553104,82691813.52,14875,2223886.875,0,0.0,218,32592.09,116,17342.579999999998,19,2840.595
853,129.616,1334294,172945851.10400003,285344,36985147.90400001,22839,2960299.8240000005,0,0.0,8,1036.928,76,9850.816,68,8813.888
907,262.418,1254877,329302312.586,467872,122778034.496,57078,14978294.604,0,0.0,17,4461.106,305,80037.49,91,23880.038
1114,12.9007,4131427,53298300.2989,383787,4951120.9509000005,3672,47371.3704,1,12.9007,0,0.0,14,180.6098,5,64.5035
939,1055.11,862007,909512205.7699999,683517,721185621.8699999,38119,40219738.089999996,0,0.0,3961,4179290.7099999995,3441,3630633.51,3836,4047401.9599999995
2606,11.2554,5689986,64043068.4244,386423,4349345.4342,3721,41881.3434,0,0.0,2,22.5108,28,315.1512,71,799.1333999999999
2837,150.956,1173440,177137808.64,449173,67805359.388,17792,2685809.152,1,150.956,160,24152.96,113,17058.028,52,7849.7119999999995
1793,150.359,1424007,214112268.513,333000,50069547.0,23722,3566816.1980000003,0,0.0,17,2556.103,93,13983.387,89,13381.951000000001
1046,85.9267,1137129,97709742.4443,608572,52292583.6724,8688,746531.1696,0,0.0,139,11943.8113,130,11170.471,174,14951.245799999999
554,46.3771,1267247,58771240.8437,146229,6781676.9558999995,19641,910892.6211,0,0.0,29,1344.9359,84,3895.6764,55,2550.7405
1970,47.9169,63318863,3034043626.4846997,426811,20451460.0059,680,32583.492,0,0.0,0,0.0,0,0.0,1,47.9169

weighted_avg,NA,NA,6627879141.4671,NA,1565345637.4648,NA,80285821.34809998,NA,163.8567,NA,4911146.7155,NA,4526537.8849,NA,5041893.602499999
weighted_%,NA,NA,0.7996967742117481,NA,0.1888691435206139,NA,0.009687007106892484,NA,1.9770377767325587e-08,NA,0.0005925618289407469,NA,0.0005461562692436986,NA,0.0006083372921832741
weighted_total,8287990342.3396
