Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,2855,620811.185,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,24,1773.828,0,0.0
562,151.883,1276,193802.708,0,0.0
2322,74.3347,21,1561.0286999999998,0,0.0
533,77.6496,612,47521.5552,0,0.0
655,136.191,83,11303.853000000001,0,0.0
414,208.958,6882,1438048.956,3,626.874
253,149.505,3067,458531.83499999996,0,0.0
853,129.616,52,6740.032000000001,0,0.0
907,262.418,1310,343767.58,0,0.0
1114,12.9007,13,167.7091,0,0.0
939,1055.11,14008,14779980.879999999,4,4220.44
2606,11.2554,26,292.6404,0,0.0
2837,150.956,3980,600804.88,0,0.0
1793,150.359,24,3608.616,0,0.0
1046,85.9267,2036,174946.76119999998,0,0.0
554,46.3771,219,10156.5849,0,0.0
1970,47.9169,2969,142265.2761,0,0.0

weighted_avg,NA,NA,18836085.908599995,NA,4847.313999999999
weighted_%,NA,NA,0.999742724315047,NA,0.0002572756849530983
weighted_total,18840933.222599994
