Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2766,217.447,22,4783.834,0,0.0,0,0.0,63,13699.161,3188,693221.036
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,3,221.7285,67,4951.9365
562,151.883,4,607.532,0,0.0,0,0.0,40,6075.320000000001,1985,301487.755
2322,74.3347,0,0.0,0,0.0,0,0.0,1,74.3347,34,2527.3797999999997
533,77.6496,8,621.1968,0,0.0,0,0.0,126,9783.849600000001,1578,122531.06880000001
655,136.191,3,408.573,0,0.0,0,0.0,8,1089.528,243,33094.413
414,208.958,640,133733.12,0,0.0,3,626.874,847,176987.426,11575,2418688.85
253,149.505,4,598.02,0,0.0,0,0.0,41,6129.705,3662,547487.3099999999
853,129.616,0,0.0,0,0.0,0,0.0,1,129.616,119,15424.304000000002
907,262.418,5,1312.0900000000001,0,0.0,0,0.0,20,5248.360000000001,1982,520112.476
1114,12.9007,0,0.0,0,0.0,0,0.0,0,0.0,16,206.4112
939,1055.11,616,649947.7599999999,0,0.0,0,0.0,1018,1074101.98,20874,22024366.139999997
2606,11.2554,1,11.2554,0,0.0,0,0.0,9,101.2986,82,922.9428
2837,150.956,14,2113.384,0,0.0,0,0.0,8,1207.648,5515,832522.34
1793,150.359,15,2255.385,0,0.0,0,0.0,5,751.7950000000001,121,18193.439000000002
1046,85.9267,24,2062.2408,0,0.0,0,0.0,25,2148.1675,2492,214129.3364
554,46.3771,2,92.7542,0,0.0,0,0.0,7,324.6397,416,19292.8736
1970,47.9169,175,8385.4575,0,0.0,0,0.0,81,3881.2689,3325,159323.6925

weighted_avg,NA,NA,806932.6026999998,NA,0.0,NA,626.874,NA,1301955.8265,NA,27928483.70459999
weighted_%,NA,NA,0.026863726924368798,NA,0.0,NA,2.0869366159750493e-05,NA,0.04334362705591408,NA,0.9297717766535574
weighted_total,30037999.00779999
