Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,2053923,446619394.58100003,149474,32502672.878,251,54579.197,7,1522.129
2298,16.1495,1320772,21329807.414,0,0.0,0,0.0,0,0.0
2235,73.9095,1943887,143671716.22649997,0,0.0,0,0.0,285,21064.207499999997
562,151.883,2382273,361826770.059,21760,3304974.08,3384,513972.07200000004,1372,208383.47600000002
2322,74.3347,1827074,135814997.6678,16,1189.3552,20,1486.694,39,2899.0533
533,77.6496,3703876,287604489.8496,2323,180380.02080000003,1838,142719.96480000002,5962,462946.91520000005
655,136.191,1411190,192191377.29,5,680.955,14,1906.674,1149,156483.459
414,208.958,2584646,540082458.868,117122,24473578.876,11603,2424539.674,14163,2959472.154
253,149.505,1939274,289931159.37,143179,21405976.395,24032,3592904.1599999997,552,82526.76
853,129.616,3473895,450272374.32000005,0,0.0,1,129.616,478,61956.448000000004
907,262.418,3694355,969465250.39,20426,5360150.068,1125,295220.25,401,105229.618
1114,12.9007,631882,8151720.1174,908,11713.8356,1,12.9007,9,116.1063
939,1055.11,3408957,3596824620.2699995,271091,286030825.01,16193,17085396.229999997,14120,14898153.2
2606,11.2554,1584296,17831885.1984,0,0.0,1,11.2554,924,10399.989599999999
2837,150.956,2218424,334884413.344,191252,28870636.911999997,1211,182807.716,304,45890.623999999996
1793,150.359,2841630,427264645.17,1,150.359,1,150.359,896,134721.66400000002
1046,85.9267,1490849,128103734.7683,106878,9183673.8426,25133,2159595.7511,1108,95206.7836
554,46.3771,2403514,111468009.1294,2795,129623.9945,1330,61681.543,724,33577.0204
1970,47.9169,1371774,65731157.5806,68,3258.3491999999997,23,1102.0887,31489,1508855.2641

weighted_avg,NA,NA,8529069981.613999,NA,411459484.9309,NA,26518216.145699997,NA,20789404.871999998
weighted_%,NA,NA,0.9489568956936877,NA,0.04577958867326146,NA,0.0029504558090395296,NA,0.002313059824011324
weighted_total,8987837087.5626
