Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
2766,217.447,1310470978,284957982753.166
2298,16.1495,1005940239,16245431889.7305
2235,73.9095,4572611799,337959451758.1905
562,151.883,1259989317,191370957433.911
2322,74.3347,1347636190,100176131892.793
533,77.6496,2933973586,227821875363.4656
655,136.191,1867888555,254389610194.005
414,208.958,1593207580,332913469501.64
253,149.505,1817185773,271678358992.365
853,129.616,4259257326,552067897566.816
907,262.418,1573966828,413037227070.104
1114,12.9007,2477728148,31964427518.903603
939,1055.11,1469360211,1550336652228.21
2606,11.2554,14908735891,167803785947.5614
2837,150.956,1693035837,255573917810.17197
1793,150.359,6259053588,941105038438.092
1046,85.9267,1649086650,141700573848.555
554,46.3771,1239298539,57475072273.0569
1970,47.9169,19553092710,936923588075.799

weighted_avg,NA,NA,7065501450556.536
weighted_%,NA,NA,1.0
weighted_total,7065501450556.536
