Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2766,217.447,1797867,390940785.549,3424,744538.528
2298,16.1495,1296014,20929978.093,0,0.0
2235,73.9095,1695027,125278598.05649999,75,5543.2125
562,151.883,1462236,222088790.388,2119,321840.07700000005
2322,74.3347,1563176,116198219.0072,37,2750.3839
533,77.6496,2357837,183085099.91520002,1851,143729.4096
655,136.191,1250583,170318149.35300002,276,37588.716
414,208.958,1887049,394313984.942,15729,3286700.3819999998
253,149.505,1605404,240015925.01999998,3791,566773.455
853,129.616,2475390,320850150.24,123,15942.768000000002
907,262.418,2106006,552653882.508,2035,534020.63
1114,12.9007,471788,6086395.4516,17,219.3119
939,1055.11,2066754,2180652812.9399996,25670,27084673.7
2606,11.2554,1288621,14503944.8034,97,1091.7738
2837,150.956,1653317,249578121.052,5575,841579.7
1793,150.359,1988474,298984962.166,156,23456.004
1046,85.9267,1301251,111812204.3017,2626,225643.5142
554,46.3771,1754063,81348355.1573,438,20313.1698
1970,47.9169,977558,46841548.930199996,3584,171734.1696

weighted_avg,NA,NA,5726481907.874099,NA,34028138.905300006
weighted_%,NA,NA,0.9940928600715965,NA,0.005907139928403484
weighted_total,5760510046.779399
