Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
2766,217.447,9,1957.0230000000001,6615,1438411.905
2298,16.1495,0,0.0,0,0.0
2235,73.9095,0,0.0,181,13377.619499999999
562,151.883,18,2733.8940000000002,2546,386694.118
2322,74.3347,0,0.0,16,1189.3552
533,77.6496,20,1552.9920000000002,2668,207169.13280000002
655,136.191,0,0.0,489,66597.399
414,208.958,101,21104.758,26720,5583357.76
253,149.505,6,897.03,8599,1285593.4949999999
853,129.616,1,129.616,214,27737.824000000004
907,262.418,18,4723.524,1688,442961.58400000003
1114,12.9007,0,0.0,3,38.7021
939,1055.11,157,165652.27,52412,55300425.31999999
2606,11.2554,0,0.0,209,2352.3786
2837,150.956,22,3321.0319999999997,6407,967175.092
1793,150.359,0,0.0,238,35785.442
1046,85.9267,14,1202.9738,5223,448795.1541
554,46.3771,2,92.7542,297,13773.9987
1970,47.9169,0,0.0,48,2300.0112

weighted_avg,NA,NA,203367.867,NA,66223736.2912
weighted_%,NA,NA,0.003061519383950076,NA,0.99693848061605
weighted_total,66427104.158199996
