Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
2766,217.447,100842,21927790.374,30342,6597776.874
2298,16.1495,0,0.0,0,0.0
2235,73.9095,61,4508.4794999999995,938,69327.11099999999
562,151.883,15687,2382588.6210000003,12920,1962328.36
2322,74.3347,10,743.347,26,1932.7022
533,77.6496,2143,166403.0928,10687,829841.2752
655,136.191,103,14027.673,1134,154440.594
414,208.958,70384,14707299.872,97703,20415823.474
253,149.505,116625,17436020.625,39609,5921743.545
853,129.616,114,14776.224000000002,1035,134152.56000000003
907,262.418,11312,2968472.416,14785,3879850.13
1114,12.9007,820,10578.574,302,3896.0114000000003
939,1055.11,161962,170887725.82,174636,184260189.95999998
2606,11.2554,50,562.77,394,4434.6276
2837,150.956,137647,20778640.531999998,64858,9790704.248
1793,150.359,68,10224.412,1217,182986.90300000002
1046,85.9267,94608,8129353.2336,23024,1978376.3408
554,46.3771,2034,94331.0214,3492,161948.8332
1970,47.9169,4087,195836.37029999998,2643,126644.3667

weighted_avg,NA,NA,259729883.4576,NA,236476397.91609997
weighted_%,NA,NA,0.5234312688234467,NA,0.47656873117655324
weighted_total,496206281.37369996
