Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
2766,217.447,1430,310949.21,0,0.0,0,0.0,255,55448.985,140795,30615450.365000002
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,0,0.0,26165,1933842.0675
562,151.883,3455,524755.765,0,0.0,0,0.0,775,117709.32500000001,193800,29434925.400000002
2322,74.3347,0,0.0,0,0.0,0,0.0,0,0.0,6770,503245.919
533,77.6496,8730,677881.008,0,0.0,0,0.0,3595,279150.31200000003,511055,39683216.328
655,136.191,4600,626478.6,0,0.0,0,0.0,475,64690.725,76500,10418611.5
414,208.958,94660,19779964.28,0,0.0,195,40746.81,15680,3276461.44,2242590,468607121.21999997
253,149.505,260,38871.299999999996,0,0.0,0,0.0,6780,1013643.9,308470,46117807.35
853,129.616,0,0.0,0,0.0,0,0.0,0,0.0,39200,5080947.2
907,262.418,325,85285.85,0,0.0,0,0.0,800,209934.4,99080,26000375.44
1114,12.9007,0,0.0,0,0.0,0,0.0,0,0.0,3255,41991.7785
939,1055.11,92060,97133426.6,0,0.0,0,0.0,20670,21809123.7,2521035,2659969238.85
2606,11.2554,545,6134.193,0,0.0,0,0.0,0,0.0,26770,301307.058
2837,150.956,910,137369.96,0,0.0,0,0.0,180,27172.079999999998,251825,38014494.699999996
1793,150.359,1955,293951.84500000003,0,0.0,0,0.0,0,0.0,39875,5995565.125
1046,85.9267,4080,350580.936,0,0.0,0,0.0,365,31363.245499999997,259185,22270911.739499997
554,46.3771,520,24116.092,0,0.0,0,0.0,135,6260.9085,45200,2096244.92
1970,47.9169,26780,1283214.582,0,0.0,0,0.0,30825,1477038.4425,1479445,70890418.1205

weighted_avg,NA,NA,121272980.221,NA,0.0,NA,40746.81,NA,28367997.463499997,NA,3457975715.0810003
weighted_%,NA,NA,0.033615436679395407,NA,0.0,NA,1.1294534107649234e-05,NA,0.007863273589201405,NA,0.9585099951972955
weighted_total,3607657439.5755005
