Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
2766,217.447,2913,633423.111,337,73279.639
2298,16.1495,0,0.0,0,0.0
2235,73.9095,29,2143.3754999999996,41,3030.2895
562,151.883,1400,212636.2,616,93559.928
2322,74.3347,23,1709.6981,12,892.0164
533,77.6496,737,57227.75520000001,960,74543.61600000001
655,136.191,91,12393.381,157,21381.987
414,208.958,7803,1630499.274,4426,924848.108
253,149.505,3151,471090.255,552,82526.76
853,129.616,58,7517.728000000001,62,8036.192000000001
907,262.418,1417,371846.306,585,153514.53
1114,12.9007,13,167.7091,3,38.7021
939,1055.11,15512,16366866.319999998,6189,6530075.789999999
2606,11.2554,29,326.40659999999997,61,686.5794
2837,150.956,4619,697265.764,904,136464.224
1793,150.359,29,4360.411,95,14284.105000000001
1046,85.9267,2126,182680.1642,389,33425.4863
554,46.3771,270,12521.817,153,7095.6963
1970,47.9169,2993,143415.2817,413,19789.6797

weighted_avg,NA,NA,20808090.957399998,NA,8177473.3287
weighted_%,NA,NA,0.7178777253399375,NA,0.2821222746600624
weighted_total,28985564.2861
