Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
2766,217.447,1557934,338768074.498,495989,107851320.083
2298,16.1495,1276663,20617469.118499998,44109,712338.2955
2235,73.9095,1511348,111702975.006,432539,31968741.220499996
562,151.883,1178133,178938374.439,1204140,182888395.62
2322,74.3347,1458737,108434777.2739,368337,27380220.3939
533,77.6496,1547373,120152894.50080001,2156503,167451595.3488
655,136.191,1186791,161630253.081,224399,30561124.209
414,208.958,1325830,277042785.14,1258816,263039673.728
253,149.505,1152446,172296439.23,786828,117634720.14
853,129.616,1825859,236660540.14400002,1648036,213611834.17600003
907,262.418,1411637,370438958.26600003,2282718,599026292.1240001
1114,12.9007,412387,5320080.9709,219495,2831639.1465000003
939,1055.11,1265118,1334838652.9799998,2143839,2261985967.29
2606,11.2554,1348202,15174552.7908,236094,2657332.4076
2837,150.956,1264260,190847632.55999997,954164,144036780.78399998
1793,150.359,1407242,211591499.87800002,1434388,215673145.29200003
1046,85.9267,1109695,95352429.3565,381154,32751305.411799997
554,46.3771,1366391,63369252.0461,1037123,48098757.0833
1970,47.9169,1326958,63583713.790199995,44816,2147443.7904

weighted_avg,NA,NA,4076761355.0697002,NA,4452308626.544299
weighted_%,NA,NA,0.4779842777533681,NA,0.5220157222466318
weighted_total,8529069981.613999
