Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
2766,217.447,90861,19757451.867,9981,2170338.507
2298,16.1495,0,0.0,0,0.0
2235,73.9095,2,147.819,59,4360.6605
562,151.883,12265,1862844.995,3422,519743.62600000005
2322,74.3347,5,371.6735,5,371.6735
533,77.6496,738,57305.404800000004,1405,109097.68800000001
655,136.191,26,3540.966,77,10486.707
414,208.958,53056,11086475.648,17328,3620824.224
253,149.505,105777,15814190.385,10848,1621830.24
853,129.616,11,1425.776,103,13350.448000000002
907,262.418,7505,1969447.09,3807,999025.326
1114,12.9007,758,9778.7306,62,799.8434
939,1055.11,121028,127697853.07999998,40934,43189872.739999995
2606,11.2554,6,67.5324,44,495.2376
2837,150.956,121060,18274733.36,16587,2503907.172
1793,150.359,5,751.7950000000001,63,9472.617
1046,85.9267,88520,7606231.484,6088,523121.7496
554,46.3771,1378,63907.6438,656,30423.3776
1970,47.9169,3451,165361.2219,636,30475.1484

weighted_avg,NA,NA,204371886.47199997,NA,55357996.985599995
weighted_%,NA,NA,0.7868631970697473,NA,0.21313680293025275
weighted_total,259729883.45759997
