Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
4118,2431.67,4603528,11194260931.76
1010,22.174,5012885,111155711.99
1362,2347.06,4637090,10883528455.4
5198,1186.62,4601733,5460508412.459999

weighted_avg,NA,NA,27649453511.61
weighted_%,NA,NA,1.0
weighted_total,27649453511.61
