Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
4118,2431.67,1022310,2485920557.7000003,0,0.0
1010,22.174,1090914,24189927.036,0,0.0
1362,2347.06,1033663,2426069080.7799997,0,0.0
5198,1186.62,1027390,1219121521.8,0,0.0

weighted_avg,NA,NA,6155301087.316,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,6155301087.316
