Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
4118,2431.67,69757,169626004.19,2998,7290146.66
1010,22.174,71303,1581072.722,4136,91711.664
1362,2347.06,71044,166744530.64,3868,9078428.08
5198,1186.62,70027,83095438.74,3767,4469997.54

weighted_avg,NA,NA,421047046.292,NA,20930283.944
weighted_%,NA,NA,0.9526439875709825,NA,0.047356012429017526
weighted_total,441977330.236
