Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
4118,2431.67,6009880,14614044899.6
1010,22.174,6445200,142915864.79999998
1362,2347.06,6060960,14225436777.6
5198,1186.62,6016590,7139406025.799999

weighted_avg,NA,NA,36121803567.8
weighted_%,NA,NA,1.0
weighted_total,36121803567.8
