Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
4118,2431.67,13.815,33593.52105
1010,22.174,14.219,315.292106
1362,2347.06,13.785,32354.2221
5198,1186.62,13.807,16383.662339999999

weighted_avg,NA,NA,82646.697596
weighted_%,NA,NA,1.0
weighted_total,82646.697596
