Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
4118,2431.67,246592,599630368.64,150187,365205222.29
1010,22.174,242117,5368702.358,149645,3318228.23
1362,2347.06,247057,579857602.42,147667,346583309.02
5198,1186.62,244668,290327942.15999997,150488,178572070.55999997

weighted_avg,NA,NA,1475184615.578,NA,893678830.0999999
weighted_%,NA,NA,0.6227394062200925,NA,0.3772605937799075
weighted_total,2368863445.678
