Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
4118,2431.67,975,2370878.25,0,0.0,0,0.0,802960,1952533743.2,5124980,12462260116.6
1010,22.174,8285,183711.59,0,0.0,0,0.0,816900,18113940.599999998,5467625,121239116.75
1362,2347.06,325,762794.5,0,0.0,0,0.0,818110,1920153256.6,5144665,12074837434.9
5198,1186.62,585,694172.7,0,0.0,0,0.0,813565,965392500.3,5095805,6046784129.099999

weighted_avg,NA,NA,4011557.04,NA,0.0,NA,0.0,NA,4856193440.7,NA,30705120797.35
weighted_%,NA,NA,0.00011279404730080721,NA,0.0,NA,0.0,NA,0.13654292016552894,NA,0.8633442857871704
weighted_total,35565325795.09
