Simpoints,Weight,FDIP_BLOOM_HIT_val,FDIP_BLOOM_HIT_w_val,FDIP_BLOOM_MISS_val,FDIP_BLOOM_MISS_w_val
4118,2431.67,1805542,4390482315.14,202827,493208331.09000003
1010,22.174,1811281,40163344.894,204034,4524249.916
1362,2347.06,1795371,4213843459.2599998,200182,469839164.92
5198,1186.62,1789487,2123441063.9399998,206692,245264861.04

weighted_avg,NA,NA,10767930183.234001,NA,1212836606.966
weighted_%,NA,NA,0.8987680314453602,NA,0.10123196855463987
weighted_total,11980766790.2
