Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
4118,2431.67,19,46201.73
1010,22.174,20,443.48
1362,2347.06,19,44594.14
5198,1186.62,20,23732.399999999998

weighted_avg,NA,NA,114971.75
weighted_%,NA,NA,1.0
weighted_total,114971.75
