Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
4118,2431.67,193475,470467353.25
1010,22.174,207318,4597069.3319999995
1362,2347.06,201235,472310619.09999996
5198,1186.62,207130,245784600.59999996

weighted_avg,NA,NA,1193159642.2819998
weighted_%,NA,NA,1.0
weighted_total,1193159642.2819998
