Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
4118,2431.67,511986493,1244982195433.31
1010,22.174,627715352,13918960215.248
1362,2347.06,519408275,1219082385921.5
5198,1186.62,521441099,618752436895.3799

weighted_avg,NA,NA,3096735978465.438
weighted_%,NA,NA,1.0
weighted_total,3096735978465.438
