Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,105,85065.855,196155,158915169.405
5297,898.498,2250,2021620.5,0,0.0,0,0.0,105,94342.29000000001,209840,188540820.32000002
5168,967.77,0,0.0,0,0.0,0,0.0,135,130648.95,209300,202554261.0
2807,979.819,0,0.0,0,0.0,0,0.0,230,225358.37,210850,206594836.15
2215,509.983,0,0.0,0,0.0,0,0.0,0,0.0,209935,107063281.105
1490,862.35,3275,2824196.25,0,0.0,0,0.0,45,38805.75,219390,189190966.5
3954,490.914,0,0.0,0,0.0,0,0.0,55,27000.27,208965,102583844.00999999
2031,399.553,0,0.0,0,0.0,0,0.0,55,21975.415,216440,86479251.32

weighted_avg,NA,NA,4845816.75,NA,0.0,NA,0.0,NA,623196.9000000001,NA,1241922429.81
weighted_%,NA,NA,0.0038847602934959447,NA,0.0,NA,0.0,NA,0.0004996001081035026,NA,0.9956156395984005
weighted_total,1247391443.46
