Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
517,810.151,1462223,1184621425.6729999,212817,172413905.36699998
5297,898.498,1462269,1313845771.9620001,223111,200464787.278
5168,967.77,1462053,1414931031.81,218311,211274836.47
2807,979.819,1461817,1432316071.123,214057,209737115.683
2215,509.983,1462945,746077079.9350001,213725,108996116.675
1490,862.35,1463117,1261718944.95,221880,191338218.0
3954,490.914,1462454,717939142.956,215248,105668256.67199999
2031,399.553,1463476,584736226.228,213333,85237840.149

weighted_avg,NA,NA,8656185694.637001,NA,1285131076.294
weighted_%,NA,NA,0.870728284199554,NA,0.129271715800446
weighted_total,9941316770.931002
