Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
517,810.151,1165509,944238281.859,507679,411296649.529,174,140966.274,0,0.0
5297,898.498,1175192,1055907661.616,507857,456308498.786,216,194075.568,154,138368.692
5168,967.77,1170491,1132766075.07,507656,491294247.12,513,496466.01,3,2903.31
2807,979.819,1166292,1142755061.148,507353,497114109.107,546,534981.174,0,0.0
2215,509.983,1166995,595147611.085,507503,258817902.449,484,246831.772,0,0.0
1490,862.35,1174665,1012972362.75,507767,437872872.45,445,383745.75,155,133664.25
3954,490.914,1168385,573576553.89,507117,248950834.938,512,251347.968,0,0.0
2031,399.553,1167621,466526473.413,506901,202533815.253,607,242528.671,0,0.0

weighted_avg,NA,NA,6923890080.831,NA,3004188929.6319995,NA,2490943.187,NA,274936.252
weighted_%,NA,NA,0.6972105754940783,NA,0.3025109104953149,NA,0.00025082892891951925,NA,2.7685081687215145e-05
weighted_total,9930844889.902
