Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
517,810.151,675871865,547558267301.615
5297,898.498,677612127,608833140885.246
5168,967.77,677516759,655680393857.4299
2807,979.819,676978894,663316782940.1859
2215,509.983,677886027,345710349707.541
1490,862.35,678462666,585072280025.1
3954,490.914,677846282,332764229681.748
2031,399.553,677801292,270817539622.476

weighted_avg,NA,NA,4009752984021.342
weighted_%,NA,NA,1.0
weighted_total,4009752984021.342
