Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
517,810.151,988471,800810769.1209999,177038,143427512.738
5297,898.498,989298,888882274.404,185894,167025387.212
5168,967.77,988432,956574836.64,182059,176191238.43
2807,979.819,988368,968421745.392,177924,174333315.75599998
2215,509.983,989758,504759754.114,177237,90387856.971
1490,862.35,990404,854074889.4,184261,158897473.35
3954,490.914,989307,485664656.598,179078,87911897.292
2031,399.553,990727,395847945.031,176894,70678528.382

weighted_avg,NA,NA,5855036870.7,NA,1068853210.131
weighted_%,NA,NA,0.8456282237798441,NA,0.15437177622015588
weighted_total,6923890080.830999
