Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
517,810.151,42276,34249943.676,0,0.0
5297,898.498,44396,39889717.208000004,20,17969.96
5168,967.77,45213,43755785.01,0,0.0
2807,979.819,45588,44667988.572,0,0.0
2215,509.983,45390,23148128.37,0,0.0
1490,862.35,46478,40080303.300000004,26,22421.100000000002
3954,490.914,45181,22179985.434,0,0.0
2031,399.553,46784,18692687.552,0,0.0

weighted_avg,NA,NA,266664539.12199998,NA,40391.06
weighted_%,NA,NA,0.9998485552555312,NA,0.000151444744468867
weighted_total,266704930.18199998
