Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
517,810.151,3525183,2855930532.633
5297,898.498,3538577,3179404357.346
5168,967.77,3533651,3419761428.27
2807,979.819,3530214,3458970751.266
2215,509.983,3535485,1803037246.755
1490,862.35,3542436,3054819684.6
3954,490.914,3535900,1735822812.6
2031,399.553,3538339,1413753962.467

weighted_avg,NA,NA,20921500775.936996
weighted_%,NA,NA,1.0
weighted_total,20921500775.936996
