Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
517,810.151,28,22684.228
5297,898.498,28,25157.944000000003
5168,967.77,28,27097.559999999998
2807,979.819,28,27434.932
2215,509.983,28,14279.524
1490,862.35,28,24145.8
3954,490.914,28,13745.592
2031,399.553,28,11187.484

weighted_avg,NA,NA,165733.064
weighted_%,NA,NA,1.0
weighted_total,165733.064
