Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
517,810.151,4668,3781784.868,43,34836.492999999995
5297,898.498,4764,4280444.472,63,56605.374
5168,967.77,4874,4716910.9799999995,41,39678.57
2807,979.819,4905,4806012.194999999,57,55849.683
2215,509.983,4925,2511666.275,21,10709.643
1490,862.35,4910,4234138.5,53,45704.55
3954,490.914,4900,2405478.6,25,12272.85
2031,399.553,5020,2005756.06,15,5993.295

weighted_avg,NA,NA,28742191.95,NA,261650.45800000004
weighted_%,NA,NA,0.9909787656987189,NA,0.009021234301281067
weighted_total,29003842.408
