Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
517,810.151,391401,317093911.551,28327,22949147.377
5297,898.498,390613,350964999.274,29419,26432912.662
5168,967.77,391532,378912923.64,28703,27777902.31
2807,979.819,391542,383640290.898,28657,28078673.083
2215,509.983,391295,199553797.985,28919,14748198.377
1490,862.35,390686,336908072.1,29699,25610932.650000002
3954,490.914,391195,192043102.23,28657,14068122.498
2031,399.553,390982,156218031.046,28875,11537092.875

weighted_avg,NA,NA,2315335128.724,NA,171202981.83200002
weighted_%,NA,NA,0.9311480563659175,NA,0.06885194363408263
weighted_total,2486538110.5559998
