Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,3,2430.453,4708,3814190.908
5297,898.498,1,898.498,0,0.0,0,0.0,8,7187.984,4822,4332557.356000001
5168,967.77,0,0.0,0,0.0,0,0.0,5,4838.85,4910,4751750.7
2807,979.819,0,0.0,0,0.0,0,0.0,9,8818.371,4953,4853043.507
2215,509.983,0,0.0,0,0.0,0,0.0,0,0.0,4946,2522375.918
1490,862.35,1,862.35,0,0.0,0,0.0,6,5174.1,4960,4277256.0
3954,490.914,0,0.0,0,0.0,0,0.0,2,981.828,4923,2416769.622
2031,399.553,0,0.0,0,0.0,0,0.0,2,799.106,5033,2010950.249

weighted_avg,NA,NA,1760.848,NA,0.0,NA,0.0,NA,30230.692000000003,NA,28978894.260000005
weighted_%,NA,NA,6.0696112905315003e-05,NA,0.0,NA,0.0,NA,0.0010420464996625507,NA,0.9988972573874322
weighted_total,29010885.800000004
