Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
517,810.151,15.035,12180.620284999999
5297,898.498,15.033,13507.120434
5168,967.77,15.028,14543.64756
2807,979.819,15.031,14727.659389
2215,509.983,15.035,7667.594405
1490,862.35,15.038,12968.0193
3954,490.914,15.032,7379.419248
2031,399.553,15.037,6008.078461

weighted_avg,NA,NA,88982.159082
weighted_%,NA,NA,1.0
weighted_total,88982.159082
