Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
517,810.151,5919,4795283.768999999,0,0.0
5297,898.498,6453,5798007.5940000005,13,11680.474
5168,967.77,6437,6229535.49,0,0.0
2807,979.819,6523,6391359.336999999,0,0.0
2215,509.983,6571,3351098.293,0,0.0
1490,862.35,6879,5932105.65,10,8623.5
3954,490.914,6234,3060357.8759999997,0,0.0
2031,399.553,6202,2478027.706,0,0.0

weighted_avg,NA,NA,38035775.715,NA,20303.974000000002
weighted_%,NA,NA,0.9994664722649856,NA,0.0005335277350144084
weighted_total,38056079.689
