Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
517,810.151,81691,66182045.341,6434,5212511.534
5297,898.498,81680,73389316.64,6515,5853714.470000001
5168,967.77,81430,78805511.1,6507,6297279.39
2807,979.819,81250,79610293.75,6450,6319832.55
2215,509.983,81228,41424899.124,6545,3337838.735
1490,862.35,81347,70149585.45,6635,5721692.25
3954,490.914,81288,39905417.232,6489,3185540.946
2031,399.553,81109,32407344.277,6542,2613875.726

weighted_avg,NA,NA,481874412.914,NA,38542285.600999996
weighted_%,NA,NA,0.9259395678290497,NA,0.0740604321709502
weighted_total,520416698.515
