Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
517,810.151,190082,153995122.382,7935,6428548.185,4226251,3423901473.901
5297,898.498,192014,172524194.972,7867,7068483.766000001,4226930,3797888151.1400003
5168,967.77,196356,190027446.12,6350,6145339.5,4222056,4085979135.12
2807,979.819,189419,185596335.16099998,6415,6285538.885,4228622,4143284179.4179997
2215,509.983,195762,99835292.046,6287,3206263.121,4222719,2153514903.777
1490,862.35,195504,168592874.4,6991,6028688.850000001,4224482,3642982052.7000003
3954,490.914,195923,96181343.622,6259,3072630.726,4222413,2072841655.4819999
2031,399.553,195060,77936808.17999999,6259,2500802.227,4223339,1687447767.467

weighted_avg,NA,NA,1144689416.883,NA,40736295.260000005,NA,25007839319.004997
weighted_%,NA,NA,0.04370166970485659,NA,0.0015552202144924663,NA,0.9547431100806509
weighted_total,26193265031.148
