Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
517,810.151,754557,611305108.107,492938,399354213.63799995,2126,1722381.0259999998,0,0.0,169,136915.519,2,1620.302,2,1620.302
5297,898.498,759495,682404738.51,489814,440096899.37200004,2314,2079124.3720000002,0,0.0,172,154541.65600000002,5,4492.49,53,47620.394
5168,967.77,754863,730533765.51,491868,476015094.36,2210,2138771.7,0,0.0,169,163553.13,4,3871.08,6,5806.62
2807,979.819,754200,738979489.8,492715,482771518.585,2179,2135025.601,0,0.0,169,165589.411,2,1959.638,0,0.0
2215,509.983,755518,385301336.194,491676,250746401.50800002,2099,1070454.317,0,0.0,169,86187.12700000001,2,1019.966,2,1019.966
1490,862.35,757090,652876561.5,492453,424666844.55,2263,1951498.05,0,0.0,172,148324.2,6,5174.1,56,48291.6
3954,490.914,755471,370871290.494,491569,241318104.06599998,2140,1050555.96,0,0.0,169,82964.466,2,981.828,1,490.914
2031,399.553,755371,301810749.163,491914,196545714.442,2094,836663.982,0,0.0,169,67524.457,5,1997.7649999999999,2,799.106

weighted_avg,NA,NA,4474083039.278,NA,2911514790.521,NA,12984475.008000001,NA,0.0,NA,1005599.966,NA,21117.169,NA,105648.90200000002
weighted_%,NA,NA,0.6046291294050251,NA,0.39346311581348004,NA,0.0017547264435966439,NA,0.0,NA,0.00013589712721792053,NA,2.8537815225774658e-06,NA,1.427742915767722e-05
weighted_total,7399714670.844
