Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
517,810.151,402669,326222693.019,19564,15849794.163999999
5297,898.498,402353,361513365.794,21568,19378804.864
5168,967.77,402465,389493553.05,20512,19850898.24
2807,979.819,402347,394227235.19299996,20971,20547784.248999998
2215,509.983,402290,205161061.07,20292,10348575.036
1490,862.35,402139,346784566.65000004,21625,18648318.75
3954,490.914,402290,197489793.06,19544,9594423.216
2031,399.553,402208,160703413.024,19520,7799274.56

weighted_avg,NA,NA,2381595680.86,NA,122017873.079
weighted_%,NA,NA,0.951263295852099,NA,0.04873670414790099
weighted_total,2503613553.939
