Simpoints,Weight,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_ONPATH_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_val,ICACHE_MISS_MSHR_HIT_OFFPATH_BY_FDIP_w_val
2766,217.447,7678,1669558.066,433,94154.551
2298,16.1495,0,0.0,0,0.0
2235,73.9095,32,2365.104,36,2660.7419999999997
562,151.883,1784,270959.272,509,77308.447
2322,74.3347,25,1858.3674999999998,10,743.347
533,77.6496,1115,86579.304,696,54044.121600000006
655,136.191,89,12120.999,128,17432.448
414,208.958,11554,2414300.732,3539,739502.362
253,149.505,7881,1178248.905,604,90301.02
853,129.616,69,8943.504,57,7388.112000000001
907,262.418,1649,432727.282,434,113889.412
1114,12.9007,18,232.2126,2,25.8014
939,1055.11,25654,27067791.939999998,5246,5535107.06
2606,11.2554,38,427.7052,49,551.5146
2837,150.956,7346,1108922.7759999998,717,108235.45199999999
1793,150.359,31,4661.129,60,9021.54
1046,85.9267,8424,723846.5207999999,628,53961.967599999996
554,46.3771,402,18643.5942,128,5936.2688
1970,47.9169,4404,211026.0276,308,14758.4052

weighted_avg,NA,NA,35213213.4409,NA,6925022.572199999
weighted_%,NA,NA,0.8356594098991913,NA,0.16434059010080862
weighted_total,42138236.0131
