Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,78725,17118515.075,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,3475,256835.51249999998,0,0.0
562,151.883,37274,5661286.942000001,0,0.0
2322,74.3347,1441,107116.3027,0,0.0
533,77.6496,79213,6150857.764800001,0,0.0
655,136.191,10097,1375120.527,0,0.0
414,208.958,403473,84308911.134,185,38657.23
253,149.505,129922,19423988.61,0,0.0
853,129.616,6943,899923.8880000002,0,0.0
907,262.418,19190,5035801.42,0,0.0
1114,12.9007,764,9856.1348,0,0.0
939,1055.11,513284,541571081.2399999,42,44314.619999999995
2606,11.2554,5820,65506.428,0,0.0
2837,150.956,75779,11439294.724,0,0.0
1793,150.359,4799,721572.841,0,0.0
1046,85.9267,139667,12001124.4089,0,0.0
554,46.3771,8038,372779.1298,0,0.0
1970,47.9169,427574,20488020.6006,0,0.0

weighted_avg,NA,NA,727007592.6830997,NA,82971.85
weighted_%,NA,NA,0.999885885123467,NA,0.00011411487653299458
weighted_total,727090564.5330998
