Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2766,217.447,1798475,391072993.325,8891,1933321.277
2298,16.1495,1296014,20929978.093,0,0.0
2235,73.9095,1695180,125289906.21,75,5543.2125
562,151.883,1460929,221890279.307,2459,373480.297
2322,74.3347,1562995,116184764.4265,37,2750.3839
533,77.6496,2357053,183024222.6288,2022,157007.49120000002
655,136.191,1250591,170319238.881,242,32958.222
414,208.958,1882006,393260209.748,19111,3993396.338
253,149.505,1606579,240191593.39499998,8873,1326557.865
853,129.616,2475171,320821764.336,130,16850.08
907,262.418,2105987,552648896.566,2140,561574.52
1114,12.9007,471823,6086846.976100001,21,270.91470000000004
939,1055.11,2055977,2169281892.47,36934,38969432.739999995
2606,11.2554,1288132,14498440.9128,112,1260.6048
2837,150.956,1654685,249784628.85999998,8523,1286597.988
1793,150.359,1989020,299067058.18,133,19997.747
1046,85.9267,1301433,111827842.9611,9502,816475.5033999999
554,46.3771,1754105,81350302.9955,569,26388.5699
1970,47.9169,977368,46832444.7192,5129,245765.7801

weighted_avg,NA,NA,5714363304.990999,NA,49769629.534499995
weighted_%,NA,NA,0.9913656346757039,NA,0.008634365324296083
weighted_total,5764132934.525499
