Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2766,217.447,150150,32649667.05,6339,1378396.533,4569303,993581229.441
2298,16.1495,3161,51048.5695,266,4295.767,2212696,35733934.052
2235,73.9095,616654,45576588.81299999,43839,3240118.5705,3265624,241360637.02799997
562,151.883,122693,18634980.919,1133,172083.439,3476470,528016693.01000005
2322,74.3347,86852,6456117.364399999,16,1189.3552,3304559,245643401.8973
533,77.6496,703132,54597918.5472,7825,607608.12,3638753,282547714.9488
655,136.191,240608,32768644.128000002,3844,523518.204,4774357,650224454.187
414,208.958,291027,60812419.866,6320,1320614.56,3914294,817923045.652
253,149.505,692059,103466280.795,8981,1342704.405,2962525,442912300.125
853,129.616,639864,82936612.224,1521,197145.93600000002,2795034,362281126.94400007
907,262.418,95711,25116289.198,924,242474.23200000002,4141713,1086860042.034
1114,12.9007,641983,8282030.0881,1943,25066.060100000002,6082089,78463205.5623
939,1055.11,167930,177184622.29999998,6621,6985883.31,3783241,3991735411.5099998
2606,11.2554,5151203,57978850.2462,17216,193772.9664,3269031,36794251.5174
2837,150.956,242904,36667816.224,6226,939852.056,4413415,666231474.74
1793,150.359,954909,143579162.331,75898,11411947.382000001,3088163,464333100.517
1046,85.9267,724297,62236451.0299,8709,748335.6303,3181023,273334809.0141
554,46.3771,134478,6236699.6537999995,1717,79629.4807,3431907,159161894.1297
1970,47.9169,52149053,2498820957.6956997,4048,193967.61119999998,12331893,590906083.6917

weighted_avg,NA,NA,3454053157.0427995,NA,29608603.618400004,NA,11948044810.001299
weighted_%,NA,NA,0.22382833299911,NA,0.0019186862763895126,NA,0.7742529807245004
weighted_total,15431706570.662498
