Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
2766,217.447,10591,2302981.177,947,205922.309
2298,16.1495,0,0.0,0,0.0
2235,73.9095,62,4582.388999999999,39,2882.4705
562,151.883,1649,250455.067,436,66220.988
2322,74.3347,12,892.0164,4,297.3388
533,77.6496,1362,105758.75520000001,599,46512.110400000005
655,136.191,186,25331.526,130,17704.83
414,208.958,18019,3765214.202,6339,1324584.762
253,149.505,9052,1353319.26,564,84320.81999999999
853,129.616,88,11406.208,61,7906.576000000001
907,262.418,1254,329072.172,283,74264.29400000001
1114,12.9007,3,38.7021,0,0.0
939,1055.11,43964,46386856.04,10940,11542903.399999999
2606,11.2554,77,866.6658,80,900.432
2837,150.956,6471,976836.276,334,50419.304
1793,150.359,52,7818.668000000001,94,14133.746000000001
1046,85.9267,6583,565655.4661,456,39182.5752
554,46.3771,156,7234.8276,68,3153.6428
1970,47.9169,59,2827.0971,4,191.6676

weighted_avg,NA,NA,56097146.51529999,NA,13481501.266299998
weighted_%,NA,NA,0.8062408268034038,NA,0.19375917319659625
weighted_total,69578647.78159998
