Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
2766,217.447,98025,21315242.175,35473,7713497.431
2298,16.1495,0,0.0,0,0.0
2235,73.9095,53,3917.2034999999996,880,65040.35999999999
562,151.883,15467,2349174.361,12557,1907194.8310000002
2322,74.3347,10,743.347,29,2155.7063
533,77.6496,1998,155143.9008,10377,805769.8992000001
655,136.191,64,8716.224,970,132105.27
414,208.958,68410,14294816.78,95802,20018594.316
253,149.505,112822,16867453.11,41925,6267997.125
853,129.616,99,12831.984000000002,1010,130912.16000000002
907,262.418,11122,2918612.9960000003,14713,3860956.034
1114,12.9007,823,10617.276100000001,306,3947.6142
939,1055.11,156853,165497168.82999998,176551,186280725.60999998
2606,11.2554,34,382.6836,310,3489.174
2837,150.956,135250,20416799.0,67641,10210814.796
1793,150.359,65,9773.335000000001,1188,178626.492
1046,85.9267,90136,7745089.0312,26668,2291493.2356
554,46.3771,1933,89646.9343,3355,155595.1705
1970,47.9169,2841,136131.9129,2553,122331.84569999999

weighted_avg,NA,NA,251832261.0844,NA,240151247.07050002
weighted_%,NA,NA,0.5118713471287967,NA,0.48812865287120333
weighted_total,491983508.1549
