Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
2766,217.447,74649,16232201.103,23376,5083041.072
2298,16.1495,0,0.0,0,0.0
2235,73.9095,1,73.9095,52,3843.294
562,151.883,12014,1824722.3620000002,3453,524451.9990000001
2322,74.3347,4,297.3388,6,446.0082
533,77.6496,654,50782.83840000001,1344,104361.06240000001
655,136.191,18,2451.438,46,6264.786
414,208.958,45443,9495678.394,22967,4799138.386
253,149.505,98910,14787539.549999999,13912,2079913.5599999998
853,129.616,5,648.08,94,12183.904
907,262.418,7474,1961312.132,3648,957300.8640000001
1114,12.9007,761,9817.432700000001,62,799.8434
939,1055.11,102561,108213136.71,54292,57284032.12
2606,11.2554,3,33.7662,31,348.9174
2837,150.956,114238,17244911.527999997,21012,3171887.4719999996
1793,150.359,4,601.436,61,9171.899000000001
1046,85.9267,78200,6719467.9399999995,11936,1025621.0911999999
554,46.3771,1203,55791.6513,730,33855.282999999996
1970,47.9169,1967,94252.5423,874,41879.3706

weighted_avg,NA,NA,176693720.15219998,NA,75138540.9322
weighted_%,NA,NA,0.7016325842898349,NA,0.29836741571016506
weighted_total,251832261.0844
