Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2766,217.447,2,434.894,0,0.0,0,0.0,357,77628.579,7755,1686301.485
2298,16.1495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,0,0.0,0,0.0,0,0.0,3,221.7285,65,4804.117499999999
562,151.883,13,1974.479,0,0.0,0,0.0,75,11391.225,2228,338395.324
2322,74.3347,0,0.0,0,0.0,0,0.0,1,74.3347,34,2527.3797999999997
533,77.6496,18,1397.6928,0,0.0,0,0.0,211,16384.0656,1613,125248.80480000001
655,136.191,2,272.382,0,0.0,0,0.0,5,680.955,213,29008.683
414,208.958,345,72090.51,0,0.0,1,208.958,1358,283764.964,13972,2919561.176
253,149.505,20,2990.1,0,0.0,0,0.0,1003,149953.51499999998,7485,1119044.925
853,129.616,1,129.616,0,0.0,0,0.0,2,259.232,124,16072.384000000002
907,262.418,11,2886.598,0,0.0,0,0.0,30,7872.54,2053,538744.154
1114,12.9007,0,0.0,0,0.0,0,0.0,0,0.0,20,258.014
939,1055.11,670,706923.7,0,0.0,0,0.0,2217,2339178.8699999996,28900,30492678.999999996
2606,11.2554,13,146.3202,0,0.0,0,0.0,9,101.2986,80,900.432
2837,150.956,6,905.7359999999999,0,0.0,0,0.0,170,25662.519999999997,7893,1191495.7079999999
1793,150.359,27,4059.693,0,0.0,0,0.0,5,751.7950000000001,88,13231.592
1046,85.9267,18,1546.6806,0,0.0,0,0.0,1267,108869.1289,7786,669025.2862
554,46.3771,3,139.1313,0,0.0,0,0.0,23,1066.6733,507,23513.1897
1970,47.9169,382,18304.2558,0,0.0,0,0.0,850,40729.365,3862,185055.0678

weighted_avg,NA,NA,814201.7886999999,NA,0.0,NA,208.958,NA,3064590.7895999993,NA,39355866.722799994
weighted_%,NA,NA,0.018832063597849134,NA,0.0,NA,4.8330897817878495e-06,NA,0.07088238990886644,NA,0.9102807134035027
weighted_total,43234868.25909999
