Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
2766,217.447,1823893,396600061.171,496506,107963740.182,4709,1023957.9230000001,0,0.0,4813,1046572.411,98,21309.806,70,15221.29
2298,16.1495,1086340,17543847.83,128566,2076276.6169999999,539,8704.5805,0,0.0,0,0.0,0,0.0,0,0.0
2235,73.9095,1140963,84328004.8485,320047,23654513.746499997,6876,508201.72199999995,0,0.0,8,591.276,30,2217.285,95,7021.402499999999
562,151.883,1533733,232947969.23900002,312959,47533151.797000006,17399,2642612.3170000003,0,0.0,246,37363.218,219,33262.377,340,51640.22
2322,74.3347,1484752,110368594.4944,352247,26184175.0709,2923,217280.32809999998,0,0.0,1,74.3347,11,817.6817,15,1115.0205
533,77.6496,1562551,121331460.1296,315586,24505126.6656,33929,2634573.2784,0,0.0,194,15064.022400000002,406,31525.737600000004,487,37815.355200000005
655,136.191,991793,135073280.463,508057,69192790.887,2232,303978.31200000003,0,0.0,5,680.955,12,1634.292,86,11712.426
414,208.958,1124621,234998554.918,474293,99107316.694,20930,4373490.94,0,0.0,5863,1225120.754,3401,710666.1579999999,4280,894340.24
253,149.505,1098932,164295828.66,636057,95093701.785,14796,2212075.98,0,0.0,1891,282713.955,161,24070.305,53,7923.764999999999
853,129.616,1334317,172948832.272,285348,36985666.368,22839,2960299.8240000005,0,0.0,8,1036.928,76,9850.816,68,8813.888
907,262.418,1252773,328750185.114,469947,123322551.846,57071,14976457.678000001,0,0.0,54,14170.572,305,80037.49,98,25716.964
1114,12.9007,4131443,53298506.7101,383787,4951120.9509000005,3672,47371.3704,1,12.9007,0,0.0,14,180.6098,5,64.5035
939,1055.11,821453,866723274.8299999,714964,754365666.04,36550,38564270.5,0,0.0,13068,13788177.479999999,4027,4248927.97,4819,5084575.09
2606,11.2554,5690013,64043372.320199996,386430,4349424.222,3721,41881.3434,0,0.0,2,22.5108,28,315.1512,71,799.1333999999999
2837,150.956,1165439,175930009.684,455007,68686036.692,17691,2670562.596,1,150.956,2357,355803.29199999996,143,21586.708,123,18567.588
1793,150.359,1424029,214115576.411,333009,50070900.231000006,23722,3566816.1980000003,0,0.0,17,2556.103,93,13983.387,89,13381.951000000001
1046,85.9267,1129755,97076118.9585,614066,52764664.9622,8627,741289.6409,0,0.0,2029,174345.2743,156,13404.5652,210,18044.607
554,46.3771,1266791,58750092.8861,146591,6798465.4661,19625,910150.5875,0,0.0,123,5704.3832999999995,93,4313.0703,62,2875.3802
1970,47.9169,63318312,3034017224.2728,427105,20465547.5745,672,32200.156799999997,0,0.0,257,12314.6433,3,143.7507,7,335.4183

weighted_avg,NA,NA,6563140795.2122,NA,1618070837.7976997,NA,78436175.27600001,NA,163.8567,NA,16962312.1128,NA,5218247.160499999,NA,6199964.2425999995
weighted_%,NA,NA,0.7918820258219619,NA,0.1952298835175688,NA,0.009463791698723896,NA,1.9770286755871158e-08,NA,0.0020466039808725717,NA,0.0006296125988506751,NA,0.0007480626117354343
weighted_total,8288028495.6585
