Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
2264,44.9546,41,1843.1386,0,0.0,0,0.0,105,4720.233,3944,177300.9424
812,334.908,2,669.816,0,0.0,0,0.0,429,143675.532,8137,2725146.396
1358,97.2156,4,388.8624,0,0.0,0,0.0,1763,171391.1028,12955,1259428.098
1778,40.8635,0,0.0,0,0.0,0,0.0,2,81.727,32,1307.632
828,45.4532,3,136.3596,0,0.0,0,0.0,32,1454.5024,568,25817.4176
2213,8.07837,0,0.0,0,0.0,0,0.0,5,40.39185,45,363.52664999999996
1726,65.5195,1,65.5195,0,0.0,0,0.0,0,0.0,55,3603.5724999999998
2054,37.2896,1,37.2896,0,0.0,0,0.0,8,298.3168,417,15549.7632
1903,16.1097,0,0.0,0,0.0,0,0.0,0,0.0,33,531.6201
509,133.977,18,2411.5860000000002,0,0.0,0,0.0,541,72481.557,5840,782425.68
1751,10.0901,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,40.4224,2,80.8448,0,0.0,0,0.0,10,404.22400000000005,725,29306.24
2151,40.7196,6,244.3176,0,0.0,0,0.0,20,814.392,332,13518.9072
239,98.774,0,0.0,0,0.0,0,0.0,0,0.0,87,8593.338
1893,44.3029,0,0.0,0,0.0,0,0.0,0,0.0,17,753.1493
1305,111.513,13,1449.669,0,0.0,0,0.0,2492,277890.396,17180,1915793.34
1673,34.2884,1,34.2884,0,0.0,0,0.0,0,0.0,127,4354.6268
492,45.4197,10,454.197,0,0.0,0,0.0,418,18985.4346,5495,249581.25149999998
2249,320.874,35,11230.59,0,0.0,0,0.0,2589,830742.7860000001,20715,6646904.91
264,17.7912,651,11582.0712,0,0.0,0,0.0,41,729.4392,1367,24320.5704
2123,26.1783,0,0.0,0,0.0,0,0.0,0,0.0,42,1099.4886
116,27.1629,0,0.0,0,0.0,0,0.0,1,27.1629,390,10593.531
1159,18.1708,5,90.854,0,0.0,0,0.0,21,381.5868,351,6377.9508
1270,263.009,384,100995.456,0,0.0,0,0.0,2112,555475.008,16631,4374102.6790000005
2165,28.2044,0,0.0,0,0.0,0,0.0,0,0.0,4,112.8176
1152,171.372,8,1370.976,0,0.0,0,0.0,15,2570.5800000000004,495,84829.14000000001
792,79.0312,1,79.0312,0,0.0,0,0.0,0,0.0,548,43309.0976
1979,51.6033,31,1599.7023,0,0.0,0,0.0,29,1496.4957,1257,64865.348099999996
2185,56.1164,0,0.0,0,0.0,0,0.0,0,0.0,31,1739.6084

weighted_avg,NA,NA,134764.5692,NA,0.0,NA,0.0,NA,2083660.8680500004,NA,18471630.64275
weighted_%,NA,NA,0.006513494631378496,NA,0.0,NA,0.0,NA,0.10070832384375057,NA,0.892778181524871
weighted_total,20690056.08
