Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
2264,44.9546,37336,1678424.9456,21365,960455.029
812,334.908,367198,122977547.78400001,87884,29433054.672000002
1358,97.2156,86016,8362097.0496,64905,6309778.517999999
1778,40.8635,91,3718.5785,23,939.8605
828,45.4532,585,26590.122000000003,1172,53271.150400000006
2213,8.07837,10,80.7837,95,767.44515
1726,65.5195,2712,177688.884,664,43504.948
2054,37.2896,1554,57948.0384,1376,51310.4896
1903,16.1097,83,1337.1051,87,1401.5439000000001
509,133.977,72016,9648487.632000001,9506,1273585.362
1751,10.0901,0,0.0,0,0.0
62,40.4224,46256,1869778.5344000002,11681,472174.0544
2151,40.7196,178,7248.0887999999995,693,28218.6828
239,98.774,3077,303927.598,1190,117541.06
1893,44.3029,166,7354.2814,89,3942.9581000000003
1305,111.513,108200,12065706.600000001,82502,9200045.526
1673,34.2884,5046,173019.26640000002,846,29007.9864
492,45.4197,51929,2358599.6012999997,17797,808334.4009
2249,320.874,139210,44668869.54000001,118092,37892652.408
264,17.7912,39091,695475.7992,9836,174994.2432
2123,26.1783,164,4293.2412,124,3246.1092
116,27.1629,3332,90506.7828,1593,43270.4997
1159,18.1708,202,3670.5016,829,15063.5932
1270,263.009,39179,10304429.611000001,53952,14189861.568
2165,28.2044,2795,78831.298,347,9786.9268
1152,171.372,2048,350969.856,1584,271453.248
792,79.0312,155248,12269435.7376,5037,398080.1544
1979,51.6033,4504,232421.2632,1232,63575.2656
2185,56.1164,5,280.582,65,3647.566

weighted_avg,NA,NA,228418739.1058,NA,101852965.26924999
weighted_%,NA,NA,0.6916085637370019,NA,0.30839143626299814
weighted_total,330271704.37505
