Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
517,810.151,26,21063.926
5297,898.498,26,23360.948
5168,967.77,26,25162.02
2807,979.819,26,25475.293999999998
2215,509.983,26,13259.558
1490,862.35,26,22421.100000000002
3954,490.914,26,12763.764
2031,399.553,26,10388.378

weighted_avg,NA,NA,153894.988
weighted_%,NA,NA,1.0
weighted_total,153894.988
