Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
517,810.151,834525,676091263.275
5297,898.498,889935,799604817.63
5168,967.77,859215,831522500.55
2807,979.819,862985,845569099.7149999
2215,509.983,864320,440788506.56
1490,862.35,890320,767767452.0
3954,490.914,864055,424176696.27
2031,399.553,874815,349534957.695

weighted_avg,NA,NA,5135055293.695
weighted_%,NA,NA,1.0
weighted_total,5135055293.695
