Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
517,810.151,3586055,2905246044.305
5297,898.498,3607818,3241617257.3640003
5168,967.77,3597667,3481714192.59
2807,979.819,3589312,3516876094.528
2215,509.983,3594900,1833337886.7
1490,862.35,3606644,3110189453.4
3954,490.914,3601292,1767924660.888
2031,399.553,3606980,1441179679.94

weighted_avg,NA,NA,21298085269.715
weighted_%,NA,NA,1.0
weighted_total,21298085269.715
